model_label,subgroup_column,subgroup_value,sample_count,fraud_count,fraud_precision,fraud_recall,fraud_f1
RoBERTa,industry,Public Policy,3,0,0.0,0.0,0.0
RoBERTa,industry,Public Relations and Communications,36,0,0.0,0.0,0.0
RoBERTa,industry,Public Safety,4,2,1.0,1.0,1.0
RoBERTa,industry,Publishing,23,0,0.0,0.0,0.0
RoBERTa,industry,Real Estate,67,10,1.0,1.0,1.0
RoBERTa,industry,Religious Institutions,5,0,0.0,0.0,0.0
RoBERTa,industry,Renewables & Environment,5,0,0.0,0.0,0.0
RoBERTa,industry,Research,16,0,0.0,0.0,0.0
RoBERTa,industry,Restaurants,20,0,0.0,0.0,0.0
RoBERTa,industry,Retail,112,3,1.0,1.0,1.0
RoBERTa,industry,Security and Investigations,16,1,1.0,1.0,1.0
RoBERTa,industry,Semiconductors,3,0,0.0,0.0,0.0
RoBERTa,industry,Shipbuilding,1,0,0.0,0.0,0.0
RoBERTa,industry,Sports,9,0,0.0,0.0,0.0
RoBERTa,industry,Staffing and Recruiting,55,3,1.0,1.0,1.0
RoBERTa,industry,Telecommunications,176,12,0.8461538461538461,0.9166666666666666,0.88
RoBERTa,industry,Textiles,2,0,0.0,0.0,0.0
RoBERTa,industry,Translation and Localization,3,0,0.0,0.0,0.0
RoBERTa,industry,Transportation/Trucking/Railroad,24,1,1.0,1.0,1.0
RoBERTa,industry,Utilities,15,0,0.0,0.0,0.0
RoBERTa,industry,Venture Capital & Private Equity,12,0,0.0,0.0,0.0
RoBERTa,industry,Veterinary,2,0,0.0,0.0,0.0
RoBERTa,industry,Warehousing,17,0,0.0,0.0,0.0
RoBERTa,industry,Wholesale,9,1,0.0,0.0,0.0
RoBERTa,industry,Wine and Spirits,1,0,0.0,0.0,0.0
RoBERTa,industry,Wireless,2,0,0.0,0.0,0.0
RoBERTa,industry,Writing and Editing,5,0,0.0,0.0,0.0
RoBERTa,industry,nan,2158,118,0.8362068965517241,0.8220338983050848,0.8290598290598291
RoBERTa,function,Accounting/Auditing,99,12,0.6923076923076923,0.75,0.72
RoBERTa,function,Administrative,262,34,0.8888888888888888,0.9411764705882353,0.9142857142857143
RoBERTa,function,Advertising,35,2,1.0,1.0,1.0
RoBERTa,function,Art/Creative,50,0,0.0,0.0,0.0
RoBERTa,function,Business Analyst,37,1,1.0,1.0,1.0
RoBERTa,function,Business Development,99,5,1.0,1.0,1.0
RoBERTa,function,Consulting,59,2,1.0,1.0,1.0
RoBERTa,function,Customer Service,616,36,0.8529411764705882,0.8055555555555556,0.8285714285714286
RoBERTa,function,Data Analyst,41,1,1.0,1.0,1.0
RoBERTa,function,Design,146,1,0.0,0.0,0.0
RoBERTa,function,Distribution,14,0,0.0,0.0,0.0
RoBERTa,function,Education,131,0,0.0,0.0,0.0
RoBERTa,function,Engineering,629,63,0.9672131147540983,0.9365079365079365,0.9516129032258065
RoBERTa,function,Finance,82,14,1.0,0.7857142857142857,0.88
RoBERTa,function,Financial Analyst,13,2,1.0,0.5,0.6666666666666666
RoBERTa,function,General Business,26,1,1.0,1.0,1.0
RoBERTa,function,Health Care Provider,162,1,0.0,0.0,0.0
RoBERTa,function,Human Resources,94,6,1.0,0.5,0.6666666666666666
RoBERTa,function,Information Technology,787,13,0.7142857142857143,0.7692307692307693,0.7407407407407407
RoBERTa,function,Legal,25,0,0.0,0.0,0.0
RoBERTa,function,Management,141,0,0.0,0.0,0.0
RoBERTa,function,Manufacturing,40,2,0.6666666666666666,1.0,0.8
RoBERTa,function,Marketing,362,4,1.0,0.5,0.6666666666666666
RoBERTa,function,Other,159,17,1.0,0.9411764705882353,0.9696969696969697
RoBERTa,function,Product Management,43,0,0.0,0.0,0.0
RoBERTa,function,Production,62,0,0.0,0.0,0.0
RoBERTa,function,Project Management,84,2,0.0,0.0,0.0
RoBERTa,function,Public Relations,35,2,1.0,1.0,1.0
RoBERTa,function,Purchasing,8,0,0.0,0.0,0.0
RoBERTa,function,Quality Assurance,56,0,0.0,0.0,0.0
RoBERTa,function,Research,19,0,0.0,0.0,0.0
RoBERTa,function,Sales,677,18,0.7777777777777778,0.7777777777777778,0.7777777777777778
RoBERTa,function,Science,9,0,0.0,0.0,0.0
RoBERTa,function,Strategy/Planning,24,0,0.0,0.0,0.0
RoBERTa,function,Supply Chain,20,0,0.0,0.0,0.0
RoBERTa,function,Training,14,0,0.0,0.0,0.0
RoBERTa,function,Writing/Editing,60,0,0.0,0.0,0.0
RoBERTa,function,nan,2826,151,0.8278145695364238,0.8278145695364238,0.8278145695364238
